YIL,DÖNEM,BASVURU_TIPI,UYRUK,CINSIYET,PUAN,BASARI_DURUMU,KESIN_KAYIT_DURUMU
2014,Güz,Uluslararası Öğrenci,GANA,Erkek,42.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,GANA,Erkek,65.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,54.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,4.95,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,77.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,46.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TACİKİSTAN,Erkek,50.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TACİKİSTAN,Erkek,20.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,50.21,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,50.21,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,70.57,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,75.12,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,222.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,64.27,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,71.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,73.36,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,18.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,60.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İSVEÇ,Erkek,72.73,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,67.92,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,0.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,66.74,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,17.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,41.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,41.31,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,50.14,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,65.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,49.03,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,81.47,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,51.29,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,70.05,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,4.95,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KUZEY MAKEDONYA,Erkek,48.58,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,4.38,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,0.0,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,4.38,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,67.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,PAKİSTAN,Erkek,47.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,PAKİSTAN,Erkek,59.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,81.6,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,84.45,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,FİLİSTİN,Erkek,84.08,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,52.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,36.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,45.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,203.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,2.7,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,73.04,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,224.8,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,40.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,722.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,0.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,80.51,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,193.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Kadın,227.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,78.22,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KIRGIZİSTAN,Erkek,65.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KIRGIZİSTAN,Erkek,5.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KIRGIZİSTAN,Erkek,50.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KIRGIZİSTAN,Erkek,185.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KIRGIZİSTAN,Erkek,1250.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KIRGIZİSTAN,Erkek,80.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,72.8,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Kadın,51.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,FİLİPİNLER,Erkek,1300.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,63.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,49.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,56.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,3.49,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,30.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,37.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,33.75,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Erkek,4.9,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,55.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,84.3,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ETİOPYA,Erkek,77.79,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İRAN,Kadın,15.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İRAN,Kadın,60.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İRAN,Kadın,37.5,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,75.06,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,68.57,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,4.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,70.35,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,51.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,47.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,31.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,39.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,23.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,5.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Kadın,62.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Erkek,63.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,69.3,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,74.41,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,72.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,GİNE,Erkek,13.51,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,59.69,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,78.27,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,60.37,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,69.2,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,190.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,MALİ,Erkek,16.02,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,65.62,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,66.02,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Erkek,22.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,68.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Erkek,17.01,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,58.75,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,67.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,41.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Erkek,84.2,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,66.56,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,95.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,63.54,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,89.19,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,YUNANİSTAN,Erkek,63.75,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,YUNANİSTAN,Erkek,75.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Kadın,46.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,3.2,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Erkek,53.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Erkek,63.73,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,85.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,212.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,MALİ,Kadın,15.83,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,HOLLANDA,Erkek,78.75,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,AZERBAYCAN,Erkek,87.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,73.75,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,543.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Erkek,15.46,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Erkek,76.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,4.89,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,68.99,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,68.66,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,66.08,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,4.7,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,4.84,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,63.64,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,66.72,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,57.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,66.82,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,75.07,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,74.02,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,100.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,77.88,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,82.82,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,66.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,81.05,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,79.67,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,58.9,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,62.18,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,82.25,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,65.22,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,64.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,68.6,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,80.68,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,64.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,30.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,76.05,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,70.88,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,76.91,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,70.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,70.88,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,78.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,81.56,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,67.04,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,66.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,77.92,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,30.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,80.86,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,64.26,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,18.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,81.28,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,22.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,72.03,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,63.85,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,62.09,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,66.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,58.16,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,67.06,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,79.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,5.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,66.37,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,60.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,55.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,26.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,61.22,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,63.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,67.55,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,46.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,83.57,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,59.7,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,74.58,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,65.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,28.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,63.8,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,25.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,58.27,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,71.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,92.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,25.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,75.65,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,75.68,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,76.2,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,75.64,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,60.55,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,50.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,71.45,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,26.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,31.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,70.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,31.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,60.02,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,79.15,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,70.6,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,71.95,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,60.17,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,61.42,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,70.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,75.04,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,71.79,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,71.58,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,66.58,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Kadın,59.57,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,NEPAL,Erkek,7.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2014,Güz,Enstitu,TÜRKİYE,Erkek,73.86,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
