BASVURU_ID,YIL,DÖNEM,BASVURU_TIPI,UYRUK,CINSIYET,PUAN,BASARI_DURUMU,KESIN_KAYIT_DURUMU
9300,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9303,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9307,2014,Bahar,Enstitu,TÜRKİYE,Erkek,78.68,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9309,2014,Bahar,Enstitu,TÜRKİYE,Erkek,30.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9316,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9319,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9323,2014,Bahar,Enstitu,TÜRKİYE,Erkek,24.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9327,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9328,2014,Bahar,Enstitu,TÜRKİYE,Erkek,70.82,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9333,2014,Bahar,Enstitu,TÜRKİYE,Kadın,75.02,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9338,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9344,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9345,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9345,2014,Bahar,Enstitu,TÜRKİYE,Erkek,63.3,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9353,2014,Bahar,Enstitu,TÜRKİYE,Erkek,66.74,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9364,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9364,2014,Bahar,Enstitu,TÜRKİYE,Erkek,68.88,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9371,2014,Bahar,Enstitu,TÜRKİYE,Kadın,58.17,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9374,2014,Bahar,Enstitu,TÜRKİYE,Kadın,81.24,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9379,2014,Bahar,Enstitu,TÜRKİYE,Kadın,30.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9379,2014,Bahar,Enstitu,TÜRKİYE,Kadın,64.94,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9380,2014,Bahar,Enstitu,TÜRKİYE,Erkek,68.78,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9383,2014,Bahar,Enstitu,TÜRKİYE,Erkek,21.25,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9385,2014,Bahar,Enstitu,TÜRKİYE,Kadın,73.17,Kazandı,KESIN KAYIT YAPMADI
9386,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazandı,KESIN KAYIT YAPMADI
9391,2014,Bahar,Enstitu,TÜRKİYE,Erkek,64.76,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9403,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9403,2014,Bahar,Enstitu,TÜRKİYE,Erkek,56.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9409,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9409,2014,Bahar,Enstitu,TÜRKİYE,Erkek,56.87,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9409,2014,Bahar,Enstitu,TÜRKİYE,Erkek,59.76,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9411,2014,Bahar,Enstitu,TÜRKİYE,Erkek,61.18,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9422,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9422,2014,Bahar,Enstitu,TÜRKİYE,Erkek,68.93,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9424,2014,Bahar,Enstitu,TÜRKİYE,Erkek,57.23,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9427,2014,Bahar,Enstitu,TÜRKİYE,Kadın,68.04,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9429,2014,Bahar,Enstitu,TÜRKİYE,Kadın,78.75,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9434,2014,Bahar,Enstitu,TÜRKİYE,Erkek,78.07,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9435,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9436,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Kazandı,KESIN KAYIT YAPMADI
9437,2014,Bahar,Enstitu,TÜRKİYE,Erkek,65.22,Yedek,KESIN KAYIT YAPMADI
9443,2014,Bahar,Enstitu,TÜRKİYE,Erkek,68.7,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9447,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazandı,KESIN KAYIT YAPMADI
9453,2014,Bahar,Enstitu,TÜRKİYE,Kadın,66.41,Kazandı,KESIN KAYIT YAPMADI
9454,2014,Bahar,Enstitu,TÜRKİYE,Kadın,60.21,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9457,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9460,2014,Bahar,Enstitu,TÜRKİYE,Erkek,32.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9462,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9463,2014,Bahar,Enstitu,TÜRKİYE,Erkek,67.24,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9465,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9471,2014,Bahar,Enstitu,TÜRKİYE,Erkek,46.25,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9474,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9476,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazandı,KESIN KAYIT YAPMADI
9482,2014,Bahar,Enstitu,TÜRKİYE,Erkek,32.5,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9483,2014,Bahar,Enstitu,TÜRKİYE,Kadın,75.93,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9485,2014,Bahar,Enstitu,TÜRKİYE,Kadın,30.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9486,2014,Bahar,Enstitu,TÜRKİYE,Erkek,42.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9489,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9489,2014,Bahar,Enstitu,TÜRKİYE,Erkek,64.54,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9494,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9496,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9503,2014,Bahar,Enstitu,TÜRKİYE,Kadın,61.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9505,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9505,2014,Bahar,Enstitu,TÜRKİYE,Kadın,66.85,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9506,2014,Bahar,Enstitu,TÜRKİYE,Kadın,61.01,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9508,2014,Bahar,Enstitu,TÜRKİYE,Erkek,32.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9509,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9509,2014,Bahar,Enstitu,TÜRKİYE,Erkek,65.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9519,2014,Bahar,Enstitu,TÜRKİYE,Kadın,73.09,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9526,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Yedek,KESIN KAYIT YAPMADI
9534,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazandı,KESIN KAYIT YAPMADI
9534,2014,Bahar,Enstitu,TÜRKİYE,Erkek,58.0,Kazandı,KESIN KAYIT YAPMADI
9537,2014,Bahar,Enstitu,TÜRKİYE,Erkek,30.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9541,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9541,2014,Bahar,Enstitu,TÜRKİYE,Erkek,71.07,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9542,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Kazandı,KESIN KAYIT YAPMADI
9544,2014,Bahar,Enstitu,TÜRKİYE,Kadın,61.36,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9550,2014,Bahar,Enstitu,TÜRKİYE,Erkek,79.6,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9552,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9556,2014,Bahar,Enstitu,TÜRKİYE,Erkek,26.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9556,2014,Bahar,Enstitu,TÜRKİYE,Erkek,70.75,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9557,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9568,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9569,2014,Bahar,Enstitu,TÜRKİYE,Erkek,70.0,Yedek,KESIN KAYIT YAPMADI
9573,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9573,2014,Bahar,Enstitu,TÜRKİYE,Erkek,72.89,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9574,2014,Bahar,Enstitu,TÜRKİYE,Erkek,53.28,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9585,2014,Bahar,Enstitu,TÜRKİYE,Kadın,45.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9585,2014,Bahar,Enstitu,TÜRKİYE,Kadın,81.18,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9593,2014,Bahar,Enstitu,TÜRKİYE,Kadın,36.0,Yedek,KESIN KAYIT YAPMADI
9595,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazandı,KESIN KAYIT YAPMADI
9597,2014,Bahar,Enstitu,TÜRKİYE,Kadın,73.76,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9604,2014,Bahar,Enstitu,TÜRKİYE,Kadın,55.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9604,2014,Bahar,Enstitu,TÜRKİYE,Kadın,81.65,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9606,2014,Bahar,Enstitu,TÜRKİYE,Erkek,34.0,Yedek,KESIN KAYIT YAPMADI
9606,2014,Bahar,Enstitu,TÜRKİYE,Erkek,64.4,Yedek,KESIN KAYIT YAPMADI
9608,2014,Bahar,Enstitu,TÜRKİYE,Erkek,75.23,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9614,2014,Bahar,Enstitu,TÜRKİYE,Erkek,38.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9615,2014,Bahar,Enstitu,TÜRKİYE,Kadın,71.56,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9617,2014,Bahar,Enstitu,TÜRKİYE,Erkek,48.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9618,2014,Bahar,Enstitu,TÜRKİYE,Kadın,72.5,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9618,2014,Bahar,Enstitu,TÜRKİYE,Kadın,75.46,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9619,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9619,2014,Bahar,Enstitu,TÜRKİYE,Kadın,57.79,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9622,2014,Bahar,Enstitu,TÜRKİYE,Erkek,62.78,Kazandı,KESIN KAYIT YAPMADI
9624,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9629,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9630,2014,Bahar,Enstitu,TÜRKİYE,Kadın,72.44,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9631,2014,Bahar,Enstitu,TÜRKİYE,Erkek,30.0,Kazandı,KESIN KAYIT YAPMADI
9633,2014,Bahar,Enstitu,TÜRKİYE,Kadın,62.59,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9645,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9648,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9648,2014,Bahar,Enstitu,TÜRKİYE,Kadın,74.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9649,2014,Bahar,Enstitu,TÜRKİYE,Erkek,68.87,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9664,2014,Bahar,Enstitu,TÜRKİYE,Erkek,59.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9664,2014,Bahar,Enstitu,TÜRKİYE,Erkek,66.72,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9669,2014,Bahar,Enstitu,TÜRKİYE,Erkek,70.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9672,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Yedek,KESIN KAYIT YAPMADI
9676,2014,Bahar,Enstitu,TÜRKİYE,Erkek,16.25,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9676,2014,Bahar,Enstitu,TÜRKİYE,Erkek,63.35,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9678,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazandı,KESIN KAYIT YAPMADI
9684,2014,Bahar,Enstitu,TÜRKİYE,Kadın,32.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9692,2014,Bahar,Enstitu,TÜRKİYE,Kadın,68.89,Kazandı,KESIN KAYIT YAPMADI
9697,2014,Bahar,Enstitu,TÜRKİYE,Kadın,41.25,Kazandı,KESIN KAYIT YAPMADI
9699,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Yedek,KESIN KAYIT YAPMADI
9700,2014,Bahar,Enstitu,TÜRKİYE,Kadın,32.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9705,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9711,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Yedek,KESIN KAYIT YAPMADI
9714,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazandı,KESIN KAYIT YAPMADI
9715,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9716,2014,Bahar,Enstitu,TÜRKİYE,Erkek,57.07,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9719,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9719,2014,Bahar,Enstitu,TÜRKİYE,Kadın,70.44,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9723,2014,Bahar,Enstitu,TÜRKİYE,Kadın,56.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9723,2014,Bahar,Enstitu,TÜRKİYE,Kadın,63.37,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9728,2014,Bahar,Enstitu,TÜRKİYE,Kadın,72.2,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9758,2014,Güz,Enstitu,TÜRKİYE,Kadın,65.57,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9758,2014,Güz,Enstitu,TÜRKİYE,Kadın,78.54,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9760,2014,Güz,Enstitu,TÜRKİYE,Kadın,78.55,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9760,2014,Güz,Enstitu,TÜRKİYE,Kadın,89.44,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9762,2015,Güz,Enstitu,TÜRKİYE,Kadın,31.25,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9763,2015,Güz,Enstitu,TÜRKİYE,Kadın,61.32,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9765,2015,Güz,Enstitu,TÜRKİYE,Erkek,57.92,Kazanamadı,KESIN KAYIT YAPMADI
9777,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9780,2014,Güz,Enstitu,TÜRKİYE,Erkek,70.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9786,2015,Güz,Enstitu,TÜRKİYE,Kadın,60.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9790,2014,Güz,Enstitu,TÜRKİYE,Kadın,75.8,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9791,2014,Güz,Enstitu,TÜRKİYE,Erkek,77.3,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9794,2014,Güz,Enstitu,TÜRKİYE,Erkek,66.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9796,2014,Güz,Enstitu,TÜRKİYE,Kadın,66.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9797,2014,Güz,Enstitu,TÜRKİYE,Erkek,88.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9798,2014,Güz,Enstitu,TÜRKİYE,Erkek,98.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9800,2014,Güz,Enstitu,TÜRKİYE,Erkek,77.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9801,2015,Güz,Enstitu,TÜRKİYE,Erkek,21.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9801,2015,Güz,Enstitu,TÜRKİYE,Erkek,68.71,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9809,2014,Güz,Enstitu,TÜRKİYE,Kadın,90.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9811,2015,Güz,Enstitu,TÜRKİYE,Erkek,161.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9814,2015,Güz,Enstitu,TÜRKİYE,Erkek,59.2,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9822,2015,Güz,Enstitu,TÜRKİYE,Erkek,32.5,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9823,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9826,2013,Güz,Enstitu,TÜRKİYE,Erkek,70.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9830,2015,Güz,Enstitu,TÜRKİYE,Kadın,62.12,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9831,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9832,2015,Güz,Enstitu,TÜRKİYE,Erkek,76.4,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9835,2015,Güz,Enstitu,TÜRKİYE,Erkek,20.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9836,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9837,2015,Güz,Enstitu,TÜRKİYE,Erkek,35.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9837,2015,Güz,Enstitu,TÜRKİYE,Erkek,59.74,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9840,2015,Güz,Enstitu,TÜRKİYE,Kadın,58.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9843,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9847,2015,Güz,Enstitu,TÜRKİYE,Kadın,60.47,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9856,2015,Güz,Enstitu,TÜRKİYE,Kadın,66.09,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9865,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı,KESIN KAYIT YAPMADI
9873,2015,Güz,Enstitu,TÜRKİYE,Kadın,63.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9880,2015,Güz,Enstitu,TÜRKİYE,Erkek,75.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9889,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9890,2015,Güz,Enstitu,TÜRKİYE,Erkek,66.66,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9896,2015,Güz,Enstitu,TÜRKİYE,Erkek,36.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9898,2015,Güz,Enstitu,TÜRKİYE,Kadın,17.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9900,2015,Güz,Enstitu,TÜRKİYE,Erkek,68.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9901,2015,Güz,Enstitu,TÜRKİYE,Kadın,50.0,Yedek,KESIN KAYIT YAPMADI
9903,2015,Güz,Enstitu,TÜRKİYE,Kadın,47.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9903,2015,Güz,Enstitu,TÜRKİYE,Kadın,63.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9908,2015,Güz,Enstitu,TÜRKİYE,Kadın,81.82,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9912,2015,Güz,Enstitu,TÜRKİYE,Kadın,33.7,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9914,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9915,2015,Güz,Enstitu,TÜRKİYE,Erkek,57.38,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9924,2015,Güz,Enstitu,TÜRKİYE,Kadın,79.4,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9927,2015,Güz,Enstitu,TÜRKİYE,Erkek,28.75,Kazandı,KESIN KAYIT YAPMADI
9931,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9939,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9942,2015,Güz,Enstitu,TÜRKİYE,Erkek,82.8,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9943,2015,Güz,Enstitu,TÜRKİYE,Kadın,83.5,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9945,2015,Güz,Enstitu,TÜRKİYE,Kadın,63.89,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9947,2015,Güz,Enstitu,TÜRKİYE,Erkek,36.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9947,2015,Güz,Enstitu,TÜRKİYE,Erkek,60.17,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9948,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9959,2015,Güz,Enstitu,TÜRKİYE,Kadın,75.6,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9961,2015,Güz,Enstitu,TÜRKİYE,Erkek,67.99,Kazanamadı,KESIN KAYIT YAPMADI
9970,2015,Güz,Enstitu,TÜRKİYE,Erkek,57.06,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9973,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9973,2015,Güz,Enstitu,TÜRKİYE,Kadın,61.4,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9974,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9977,2015,Güz,Enstitu,TÜRKİYE,Kadın,56.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
